Artist,Song,notes,note_source
Tank,Dance With Me,2014-09-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Michael Jackson,A Place With No Name,2014-07-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Hardwell,How You Love Me Ft Snoop Dogg,2019-02-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Kara Marni,Curve,2018-08-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Taylor John Williams,The Mates of Soul,Top Picks: Thomas Friess,GSDJ - https://proswingdjs.com/
The Chainsmokers,This Feeling,2019-04-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Justine Skye & Vory,Know Myself,Top Picks: Khayree Jones,GSDJ - https://proswingdjs.com/
Ariana Grande,Into You,2016-08-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Cunnie Williams,Can I Rock?,2010-05-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Flo Rida,Hello Friday,2016-04-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Nic Hanson,Crush on You,GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Frienship & Emily Warren,Capsize,2016-07-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Austin Mahone,Why Don’t We,2019-03-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Selena Gomez & The Scene,Love You Like A Love Song,2011-12-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Lizzo,Boys,Top Picks: Michael Lambert,GSDJ - https://proswingdjs.com/
Patrick Baker,Feel The Same,2016-11-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Jonas Brothers,Only Human,2019-08-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
FLOYD WONDER,mas queso,2024-11-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Blithe,Don’t Blink,2019-07-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
DNCE,Kissing Strangers,2017-06-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
FKJ Ft Tom Bailey,Drops,2019-05-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Bad News Browns,Reign,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Tyler Ward & Katy McAllister,Moves Like Jagger,2012-04-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Jessie J,Abracadabra,2011-08-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Jonas Brothers,Who’s In Your Head,2021-10-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
"Ciara, Missy Elliot","One, Two Step",Top Picks: John Collini,GSDJ - https://proswingdjs.com/
D. B. Ricapito,California King,2023-03-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Ophelie Winter,Affection,2011-12-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Taio Cruz,Imma Go,Top Picks: Liz Ravdin,GSDJ - https://proswingdjs.com/
Maroon 5,Give A Little More,2010-09-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Tone Damli,40 Years,2012-03-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
One Direction,What Makes You Beautiful,2012-03-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
"Sam Smith, Normani",Dancing with a Stranger,2019-04-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
"Pink Sweat$, 6LACK",Midnight River,Top Picks: Michael Lambert,GSDJ - https://proswingdjs.com/
Fats Domino,Home USA,Top Picks: Emily Myers,GSDJ - https://proswingdjs.com/
Tracy Chapman,Fast Car,Top Picks: Greg Wolf,GSDJ - https://proswingdjs.com/
Betty Who,Human Touch,2016-12-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Jamie Foxx,I Don’t Need It,2009-09-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Julie Black,Something I Crave,2011-02-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Maroon 5,Payphone,2012-05-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Betty Who,Missing You,2014-10-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Meghan Trainor,Evil Twin,2020-01-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Ashley Monroe,Hands On You,2018-03-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
"B.B.King, Zucchero",Let the good times roll,Top Picks: Thomas Friess,GSDJ - https://proswingdjs.com/
Austin De Lone,Let’s Walk,GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
"Flo Rida, Brian Kelley",Feels Right (I Love It),2024-03-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Clay,Follow Me Down,2017-04-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Pharrell Williams,Gust Of Wind,2014-04-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Naturally 7,Life Goes On,2012-09-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Campsite Dream,Let Me Love You,2020-02-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
"Tinie Tempah, Zara Larsson",Girls Like,Top Picks: Michael Lambert,GSDJ - https://proswingdjs.com/
Adele,Rolling In The Deep,2011-08-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Charles Brown,Merry Christmas Baby,2009-12-01Holiday themed list,GSDJ - https://proswingdjs.com/
Adele,Can I Get It,2021-12-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Llyod Ft Lil Wayne & Chris Brown,Dedication To My Ex,2012-04-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Delbert McClinton,Cherry Street,2009-09-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Ciara,Overdose,2013-08-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Nappy Brown & Kip Anderson,Drinkin’ Wine Spo-Dee-o-Dee,GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
Blush’ko,Another Love,Top Picks: JAmes Atwill,GSDJ - https://proswingdjs.com/
James Cotton,Wasn’t My Time to Go,2013-06-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
DJ Snake Ft Justin Bieber,Let Me Love You,2016-08-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
SYML,Fear of the Water,Top Picks: Isabelle Roy,GSDJ - https://proswingdjs.com/
The Chainsmokers,Hope,Top Picks: Tana Abeni,GSDJ - https://proswingdjs.com/
Tomi,BabyGetDown,2010-02-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Anthony Hamilton,Woo,2012-01-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Fhin,Quand En Arrive En Ville,2019-01-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Matt Simons,Catch & Release (Deepend Remix),2015-12-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Chris Brown,She Ain’t You,2011-08-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Blasko,Another Love,Top Picks: Khayree Jones,GSDJ - https://proswingdjs.com/
Disclosure Ft Sam Smith,Omen,2015-08-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Karmin,Brokenhearted,2012-08-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Betty Who,I Love You Always Forever,2016-07-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Shemekia Copeland,"Stay A Little Longer, Santa",2009-12-01Holiday themed list,GSDJ - https://proswingdjs.com/
Mark Ronson Ft Bruno Mars,Uptown Funk,2015-01-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Betty Who,I Love You Always Forever,2016-06-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Madcon,Beggin’,2009-09-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
The Chainsmokers,Paris,2017-01-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
The Chainsmokers,I Love U,Top Picks: Cher Peadon,GSDJ - https://proswingdjs.com/
Lady Gaga,Telephone,2010-02-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
John Legend,Tonight (Best You Ever Had) Clean,2012-08-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
"Post Malone, Mark Morrison & Sickick",Cooped Up / Return Of The Mack [Clean],2022-11-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Virginia to Vegas,Lights Out,2017-12-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Thomas Rhett,I Feel Good,Top Picks: Emily Myers,GSDJ - https://proswingdjs.com/
Keb’ Mo’,Stand Up and Be Strong,Top Picks: Donna Conley,GSDJ - https://proswingdjs.com/
Mac Miller ft. Anderson Paak,Dang,Top Picks: Ruby Lair,GSDJ - https://proswingdjs.com/
JJ Grey & Mofrov Treasure,Somebody Else,2013-06-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Tones and I,Dance Monkey,2019-07-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
The Marias,Hush,Top Picks: Liz Ravdin,GSDJ - https://proswingdjs.com/
Leah Labelle,Sexify,Top Picks: Chris Uren,GSDJ - https://proswingdjs.com/
The Hollister Jean Lab,More Happy,Top Picks: Emily Myers,GSDJ - https://proswingdjs.com/
Black Eyed Peas,One Tribe,2010-06-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Betty Who,Missing You,Top Picks: Thomas Friess,GSDJ - https://proswingdjs.com/
Sam Smith,I’m Not The Only One,2014-10-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Chris Jamison,Velvet,2015-03-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Rita Ora & Chris Brown,Body On Me,2015-08-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Ruthie Foster,Death Came A Knockin’,Top Picks: Greg Wolf,GSDJ - https://proswingdjs.com/
C.U.T.,Fabulous,Top Picks: Emily Myers,GSDJ - https://proswingdjs.com/
"Elton John, Dua Lipa, PNAU",Cold Heart (PNAU Remix),2021-12-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Pharell Williams,Marilyn Monroe,2014-05-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Jill Scott ft. Anthony Hamilton,So In Love,2011-05-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Train,Drive By,2012-05-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Charlie Puth Ft Kehlan,Done For Me,2018-02-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Fifth Harmony,That’s My Girl,2016-12-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Cunnie Williams,With or Without You,2010-08-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
John Mayer,Something Like Olivia,2012-08-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Gary Clark Jr,Things Are Changin,2012-12-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Brother Yusef,Goin’ Down the Road,GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
"Shawn Mendes, Camilla Cabello",Senorita,2019-08-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Christopher Ft. Bekuh Boom,I Won’t Let You Down,2018-09-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
John Mayer,Vultures,Top Picks: Sam Ghaida,GSDJ - https://proswingdjs.com/
Popa Chubby,Sweat,GSDJ Top 19 Slow “Blues” ,GSDJ - https://proswingdjs.com/
Trey Songz,Na Na,2014-02-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Bruno Mars,Moonshine,2013-02-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
"Shawn Mendes, Camilla Cabello",Senorita,2019-07-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Prince Royce,Extraordinary,2015-07-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Betty Who,Between You & Me,2019-02-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Mayer Hawthorne,The Walk,2012-01-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Joslyn Feat. So Very,So Cool,Top Picks: Bruno Bittencourt,GSDJ - https://proswingdjs.com/
James Arthur,Say You Won’t Let Go,Top Picks: Kerrin Pollock,GSDJ - https://proswingdjs.com/
Tracy Chapman,Give Me One Reason,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Benjamin Ingrosso,Dance You Off,Top Picks: Chris Vand,GSDJ - https://proswingdjs.com/
"SZA, Justin Timberlake",The Other Side,2020-03-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Kris Allen Ft Lenachka,Prove It To You,2014-09-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Dua Lupa,Don’t Start Now,2019-11-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Marques Houston,Sunset,2011-10-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Jason DeRulo,Want To Want Me,2015-03-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
"Jessie J, Jhene Aiko, Rixton",Sorry to Interrupt,2015-06-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Mansionair,Guillotine,Top Picks: Kaiano Levine,GSDJ - https://proswingdjs.com/
Cappa Ft Jon Santana,No Scrubbs,2015-12-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Billie Eilish,Therefore I Am,Top Picks: Isabelle Roy,GSDJ - https://proswingdjs.com/
Bruno Mars,Just The Way You Are,2010-09-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Christine And The Queens,Tilted,Top Picks: Chris Uren,GSDJ - https://proswingdjs.com/
"Flo Rida, Walker Hayes",High Heels,2022-11-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Michael Posner,Please Don’t Go,Top Picks: Aidan Keith-Hynes,GSDJ - https://proswingdjs.com/
Ed Sheeran,I See Fire ((Kygo Remix),2014-08-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Natalie,Slow Dance,2010-12-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Janiva Magness,I’m Feelin Good,2010-05-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Meghan Trainor,Me Too,2016-06-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Andrew Allen,Loving You Tonight,2011-04-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
The Weeknd,Can’t Feel My Face,2015-06-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Fifth Harmony,That’s My Girl,2017-01-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Selena Gomez & The Scene,Love You Like A Love Song,2011-11-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Justin Bieber,Company,2015-12-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Usher,Numb,2012-10-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Ruthie Foster,Let Me Know,2014-09-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Etta James,I Just Want To Make Love To You,GSDJ Top 19 Slow “Blues” ,GSDJ - https://proswingdjs.com/
98 Degrees,This Gift,2009-12-01Holiday themed list,GSDJ - https://proswingdjs.com/
Selena Gomez,Feel Me,2020-04-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Sean Kingston,Fire Burning, - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
mike.,i don’t wanna party,Top Picks: Jalene Haramia,GSDJ - https://proswingdjs.com/
Matt Wertz,5:19,Top Picks: Chris Uren,GSDJ - https://proswingdjs.com/
Betty Who,Ignore Me,2018-03-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Sofi Tukker,What a Wonderful World,Top Picks: Liz Ravdin,GSDJ - https://proswingdjs.com/
SZA & Calvin Harris,The Weekend (Funk Wav Remix),2018-01-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Jessie J,Abracadabra,2011-09-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Lady Gaga,Do What U Want,2014-03-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Lil Halima,Glue,Top Picks: Khayree Jones,GSDJ - https://proswingdjs.com/
Christina Milian,Dip it Low,Top Picks: Martin Lahmann,GSDJ - https://proswingdjs.com/
Chris Jamison,Velvet,2015-02-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Tove Lo,Habits (Stay High),2014-12-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Maroon 5,Memories,GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Muse,Madness,Top Picks: JAmes Atwill,GSDJ - https://proswingdjs.com/
Kyle Eastwood,Why Can’t We Live Together,Top Picks: Rob Baen,GSDJ - https://proswingdjs.com/
updog,cynical,Top Picks: Emily Huang,GSDJ - https://proswingdjs.com/
DNCE,MOVE,Top Picks: Cher Peadon,GSDJ - https://proswingdjs.com/
Toni Braxton & Babyface,Heart Attack,2014-03-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Pixie Lott,Nasty,2014-03-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
"Smokey Robinson, Joss Stone",You’re The One For Me,2009-10-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Teddy Swims,Blowin Smoke,Top Picks: Thomas Friess,GSDJ - https://proswingdjs.com/
Nicole Scherzinger,Right There,2011-06-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Die Fantastischen Vier,Der Picknicker (Benztown Mixdown),Top Picks: Chris Vand,GSDJ - https://proswingdjs.com/
B.O.B. feat. Bruno Mars,Nothin’ On You,2010-05-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Fujiya & Miyagi,Uh,2011-04-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Sam Smith & Normani,Dancing With A Stranger,GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Ne-Yo,Body On You,2015-03-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Jason DeRulo,Kiss The Sky,2016-08-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Nicole Scherzinger,Don’t Hold Your Breath,2011-06-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Rockie Fresh Ft Chris Brown,Call Me (When It’s Over),2016-06-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Rhye,Taste,Top Picks: Jalene Haramia,GSDJ - https://proswingdjs.com/
Tinashe,2 ON,2014-08-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Daft Punk,Lose Yourself to Dance,2014-01-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Nico & Vinz,Intrigued,Top Picks: Isabelle Roy,GSDJ - https://proswingdjs.com/
James Hunter,I’ll Walk Away,Top Picks: Michael Lambert,GSDJ - https://proswingdjs.com/
Jason DeRulo,Get Ugly,2015-05-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Shawn Mendez,Lost In Japan,2018-07-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Lady Antebellum,Need You Now,2010-04-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
The Script,The Man Who Can’t Be Moved,2010-02-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Cash Cash,Michael Jackson (The Beat Goes On),2013-11-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Disclosure,Magnets Ft Lorde,2015-10-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Terror Jr,Come First,2016-09-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
The Avener,Fade Out Lines,2015-03-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Prince,How Come You Don’t Call Me,Top Picks: Ruby Lair,GSDJ - https://proswingdjs.com/
DJ Snake,Let Me Love You Ft Justin Bieber,2016-09-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Lou Rawls,A Natural Man,Top Picks: Khayree Jones,GSDJ - https://proswingdjs.com/
Kenshi Yonezu,Flamingo,2019-06-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Billie Eilish,My Strange Addiction,Top Picks: Greg Wolf,GSDJ - https://proswingdjs.com/
Lauv,Potential,2024-04-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Tom Jones,Bring It On Home,2016-02-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Bruno Mars,Versache On The Floor,Top Picks: Chris Uren,GSDJ - https://proswingdjs.com/
Kat Deluna Ft Jeremih,What A Night,2016-03-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Drop City Yacht Club,Crickets,2013-06-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Kaleida,Take Me To The River,2015-08-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Charlie Puth,In The Dark,2014-01-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
B.O.B. feat. Bruno Mars,Nothin’ On You,2010-03-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Stooshe,Black Heart,2012-10-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Lady Gaga,Bad Romance,2010-01-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Jax Jones & Bebe Rexha,Harder,2019-10-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Akon,Searching for Love,2011-07-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Shawn Mendes,Lost In Japan,2018-08-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
"Rubber Band, Grant Trammel",If I Wrote You A Song,Top Picks: Celina Nelson,GSDJ - https://proswingdjs.com/
Meghan Trainor,Let You Be Right,2018-06-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Drake,Hold On We’re Going Home,2013-08-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
"Mark Ronson, Bruno Mars",Uptown Funk,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Years & Years,Breath,Top Picks: Aidan Keith-Hynes,GSDJ - https://proswingdjs.com/
Kylie Rothfield,Hound Dog,GSDJ Top 19 Slow “Blues” ,GSDJ - https://proswingdjs.com/
Fleur East,Gold Watch,2018-10-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Indy Angel,Move On.,Top Picks: Emily Huang,GSDJ - https://proswingdjs.com/
Pretty Lights,Finally Moving,2012-01-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Mike Stud,On & On (Clean Version),2014-07-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
R. Kelly,Fireworks,2010-11-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
"John Legend, Ludacris",Tonight (Best You’ve Ever Had),Top Picks: Liz Ravdin,GSDJ - https://proswingdjs.com/
Lukas Graham,7 Years,2016-02-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Jay Sean,Do You Remember,2010-01-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Remix,Touch Me,2021-09-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
"T-Pain, B.o.B.",Up Down (Do This All Day),Top Picks: John Collini,GSDJ - https://proswingdjs.com/
Amy Winehouse,Valerie,Top Picks: Ruby Lair,GSDJ - https://proswingdjs.com/
Janelle Monae,Make Me Feel (Clean),2018-03-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
The Vamps,Talk Later,2018-10-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Lauv,I Like Me Better,2017-08-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Pink,Secrets,2017-11-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
James TW,Torn,2016-04-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Colby O’Donis,Game For You,2010-12-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,2011-10-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Sam Smith,Stay With Me,2014-06-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Marshmello,Here With Me Ft CHVRCHES,2019-04-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
SEVEN,Wake Up,Top Picks: Donna Conley,GSDJ - https://proswingdjs.com/
The Blues Brothers,Sweet Home Chicago,GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
Party Pupils,Sax On The Beach,Top Picks: Kaiano Levine,GSDJ - https://proswingdjs.com/
Charlie Puth,As You Are Ft Shy Carter,2016-06-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
"Sofi Tukker, Mahmut Orhan",Forgive Me,Top Picks: Celina Nelson,GSDJ - https://proswingdjs.com/
Matt Nathanson,Come On Get Higher,2009-09-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
ZZ Ward,Cannonball,2017-08-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Chris Mann,I Wanna (One Dance) With Somebody,Top Picks: John Collini,GSDJ - https://proswingdjs.com/
Will.I.Am & Britney Spears,Scream & Shout,2013-01-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
"Tinashe, ScHoolboy Q",2 On,Top Picks: John Collini,GSDJ - https://proswingdjs.com/
The Script,Breakeven,2010-05-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Justin Timberlake,You Got It On,2013-12-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Ciara,Kiss & Tell,2015-05-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Meghan Trainor,No Excuses,2018-02-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Liam Payne,Stack It Up Ft A Boogie Wit Da Hoodie,2019-09-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Grace Gaustad,Sandman,Top Picks: Jalene Haramia,GSDJ - https://proswingdjs.com/
Lloyd,Dedication To My Ex (Clean),2011-10-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Scarlet Pleasure,Heat,2016-02-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
"Scary Pockets, Maiya Sykes, Ben Folds",I’d Rather Go Blind [Etta James Lauryn Hill mashup],Top Picks: Cher Peadon,GSDJ - https://proswingdjs.com/
Barry Manilow,Ain’t It A Shame,Top Picks: Chris Uren,GSDJ - https://proswingdjs.com/
Emmit Fenn,Stones,Top Picks: Jalene Haramia,GSDJ - https://proswingdjs.com/
